#ID,名称,CharaID,メッセージ（全角26文字x2行）,ボイスID,表情差分,エモーション,
#,
#,チャプタータイトル,,決着と『消失』,,,,
#,,,#【『窓のないビル』の直下】,
1,上条 当麻,1000401,（<ruby>去鳴</ruby>と海賊少女が打って出た！<br>あのクラス６ですら切り崩せる二人が……！）,1,20,,
118,上条 当麻,1000401,……全部、俺のせいだっていうのか。<br>お前を苦しめているものは、全部……。,1,14,
119,上里 翔流,103000801,ははっ、そいつは違うな。,1,12,,
120,上里 翔流,103000801,確かにきみは戦いの決定打にはならなかった。,1,11,
121,上里 翔流,103000801,役には立ったけど、<br>別の駒でも話はそのまま進んだかもしれなかった。,1,10,
122,上里 翔流,103000801,だとしたら、きみの役割は『そこ』じゃなかったんだ。,1,10,
123,上里 翔流,103000801,きっと、こんな一言を聞き届けるために<br>今も立ち続けているんだろうさ。,1,10,
124,上条 当麻,1000401,何を……。,1,21,
125,上里 翔流,103000801,簡単な事だよ。,1,11,
126,上里 翔流,103000801,この子達を頼む。<br>大丈夫、きみならいつもやってきた事だろう？,1,12,,
#,,,#【ホワイトアウト】,
127,上条 当麻,1000401,…………………………………………………………………<br>…………………………………………………………………。,1,14,,
#,,,#END,






