#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,レイドイベント: 劇場版レイドリメイク チャプター06,
#,,,エンデュミオンの奇蹟,,,,
#,,,#【画面カット】①<br>魔法陣コアの部屋 インデックスなめレディリー,,,,
3,シャットアウラ,70000101,う、ぐっ、うぅっ！？　やめろぉ！,1,16,
#,,,#【画面カット】⑪上条が銃を払い落とす,,,,
4,シャットアウラ,70000101,……っ！,1,16,
#,,,#【画面カット】⑫アウラへと迫る上条,
148,上条 当麻,1000101,お前のやり方で奇蹟を否定しても、<br>秩序なんて生まれない！,400420105_048,13,
149,上条 当麻,1000101,僅かな可能性にかけて、何かが手に入るって信じて、<br>それで少しでも変えられるのが前に進むって事だろ！？,400420105_049,13,
150,上条 当麻,1000101,それがお前の親父さんが目指したもんじゃないのか！？<br>それこそが……奇蹟ってやつじゃないのかよ！！,400420105_050,20,
151,上条 当麻,1000101,お前は自分を憐れんで、全部、拒んでいるだけだ！<br>お前の、その惨めな幻想を！　この右手でぶち殺す！！,400420105_051,20,,
#,,,#【画面カット】⑬シャットアウラを殴りつける上条,,,,
152,シャットアウラ,70000101,っ……！,400420105_052,16,,
#,,,#【画面カット】⑭膝を付く上条,
5,上条 当麻,1000101,な……シャットアウラ。<br>音楽ってのは、良いもんだぜ……。,1,16,
#,,,#【画面カット】⑮倒れながらも右手を伸ばしてもがく上条,,,,
6,上条 当麻,1000101,く……そ……。まだ……終われねえんだよ。,1,16,
#,,,#【画面カット】⑯歌を口ずさみながら涙を流すアウラ,
7,シャットアウラ,70000101,――……ララ……ラ……ラ……。,1,11,,
#,,,#【画面カット】⑰オリオン号 機内 祈る幼いアウラ,
153,シャットアウラ,999000101,（お願いします。私の大事なもの全部なくしてもいい。<br>だから今――みんなに『奇蹟』を――……）,400420105_053,10,
154,シャットアウラ,70000101,（……そうだ。私はあの時願った）,400420105_054,11,
8,シャットアウラ,70000101,（大事なものを差し引いてでも奇蹟が欲しいと）,1,11,,
156,シャットアウラ,70000101,（そして……）,400420105_056,12,
157,鳴護 アリサ,69000701,<ruby=奇蹟>私</ruby>が生まれた。,400420105_057,22,,
#,,,#【暗転】,
#,,,#【画面カット】⑱手を繋ぎ歌うアウラとアリサ,,,,
#,,,#【画面カット】⑲予想外の事態に取り乱すレディリー,
158,レディリー,71000101,何、この歌！？　違う、この歌じゃ……<br>私の魔法陣は――やめろ！！,400420105_058,16,,
159,レディリー,71000101,今ここで、こんな力を拡げては……<br>崩れていく……私の希望が、私の夢が――！,400420105_059,14,,
#,,,#【暗転】,
#,,,#【画面カット】⑳崩壊するエンデュミオン　※降るガラス片,,,,
#,,,#【画面カット】㉑崩壊に戸惑うメアリエたちとステイル,
9,メアリエ,74000101,ししょー……どうします？,1,14,,
10,ジェーン,72000101,崩れてく！,1,15,,
#,,,#【画面カット】㉒三人を抱えて走り出すステイル,
11,ステイル,24000101,くっ！,1,16,,
12,メアリエたち,,「わぁーっ！？」,1,,,
#,,,#【画面カット】㉓打ち止めを抱えて跳ぶ一方通行,
13,打ち止め,22000101,わぁー空を飛んでる、ってミサカはミサカは……！,1,15,,
14,一方通行,13001001,チッ、こンな事は今回限りだからなっ！,1,20,,
#,,,#【画面カット】㉔パソコンを見て報告をする初春と傍らに佐天,
160,初春 飾利,36000101,！！　エンデュミオンが落下コースから外れていってる。<br>地上への衝突は回避されました……！,400420105_060,15,,
#,,,#【画面カット】㉕融合したアウラが振り向いて笑みを浮かべる,
161,上条 当麻,1000101,……そうか、やりやがったな。<br>きっと世界に届いたぜ……お前の歌――。,400420105_061,12,,
#,,,#【場面転換】,
#,,,#【イギリス清教（聖ジョージ大聖堂）・内部・室内ライト】,
162,ローラ,26000101,結局、何だったんでありけるのかしら？　あの乙女は。,400420105_062,10,,
163,アレイスター,14000101,「そうだね……例えるならば、願いというところかな。<br>複数の願いが同一の指向を与えられ、因果律に干渉」,400420105_063,10,,
164,ローラ,26000101,二人に分断された少女が一人に戻らんとする際の歪曲が、<br>いまひとたびの奇蹟を起こした……と。,400420105_064,10,
165,アレイスター,14000101,「レディリーは興味深い実験をしてくれたよ。<br>けだし、死ねないというのは不幸だね」,400420105_065,11,,
#,,,#【場面転換】,
#,,,#【学園都市・駅前・昼】,
166,インデックス,2000101,ねぇ、とうま。<br>やっぱりアリサって……。,400420105_066,14,,
167,上条 当麻,1000101,いや、だって俺が触れたんだ……この右手で。<br>だからあいつは、幻想なんかじゃない。,400420105_067,10,,
168,上条 当麻,1000101,歌が好きで、歌でみんなを喜ばせるのが好きで、<br>それだけの普通の女の子なのさ。,400420105_068,12,
169,インデックス,2000101,……うん、そうだねっ。,400420105_069,12,
#,,,#【画面カット】㉖空を見上げる上条とインデックス,
170,インデックス,2000101,！？,400420105_070,15,
171,インデックス,2000101,とうまにも聞こえた？,400420105_071,12,,
172,上条 当麻,1000101,ああ！,400420105_072,12,
#,,,#END,










































































































































































