#ID,名称,CharaID,メッセージ,ボイスID,表情差分,エモーション,
#,,,レイドイベント: 劇場版レイドリメイク チャプター05,
#,,,奇蹟をこの手に,,,,
#,,,#【画面カット】①ステーション上部外観で爆発,,,,
#,,,#【学園都市・駅前・昼】,
130,御坂 美琴,4000102,はっ……アンタ達！,400420105_030,15,,
#,,,#【画面カット】㉞<br>爆砕ボルトの前にやってきた一方通行と打ち止め,
35,一方通行,13001001,ったく。何でこの俺が、<br>こンな事しなきゃならねェンだよ。,1,20,,
36,打ち止め,22000101,だってだって、<br>このエンデュミオンが倒れたら地球が壊れちゃうって。,1,10,,
37,打ち止め,22000101,みんなが住む所がなくなっちゃう～、<br>ってミサカはミサカは当たり前の正論を語ってみたり。,1,10,
38,一方通行,13001001,ハッ、地球だァ？<br>そンなモン知ったこっちゃねェが……。,1,22,,
39,一方通行,13001001,ま、リハビリにゃ丁度イイか。,1,21,
#,,,#【画面カット】㉟レールガンを放つ美琴,,,,
132,御坂 美琴,4000102,迷ってるヒマはなさそうねっ。<br>行くわよ――３！！,400420105_032,13,,
#,,,#【画面カット】㊱イノケンティウスを放つステイル,
133,ステイル,24000101,２！！,400420105_033,13,,
#,,,#【画面カット】㊲能力で爆砕ボルトを破壊する一方通行,
134,一方通行,13001001,１！！,400420105_034,21,,
#,,,#【暗転】,
#,,,#END,





































































































































