#,,,#【画面カット】⑱エンデュミオン内部 室内全景,
#,,,#【画面カット】⑲アウラがブレスレットを合わせる,
149,鳴護 アリサ,69000101,…………。,400420103_049,16,,
150,シャットアウラ,70000101,何なんだ、こいつは。<br>どうしてこのブレスレットを……！,400420103_050,15,
#,,,#【画面カット】⑳室内俯瞰<br>※レディリー、アウラ、アリサの３人が映るシーン,
151,レディリー,71000101,やっぱりあなた達は引き合ってしまうのね。,400420103_051,12,
152,レディリー,71000101,あの日、オリオン号の事故での生存者は乗客乗員８８人。<br>でも本当は、一人だけ死亡者がいた。,400420103_052,11,
153,レディリー,71000101,オリオン号のパイロット……そう、あなたの父親。<br>でも、奇蹟の言葉によってその存在は隠蔽された。,400420103_053,10,
154,レディリー,71000101,８８人しかいないはずの機体に突如として現れ、<br>奇蹟を演出した８９人目の少女、それがこの娘よ。,400420103_054,12,,
#,,,#【画面カット】㉑アウラとレディリーの２人のシーン,
155,シャットアウラ,70000101,あなたはあくまで奇蹟だと言い張るのか。,400420103_055,10,
156,レディリー,71000101,だって、本当は誰も助かるはずはなかったのよ。<br>あの事故は。,400420103_056,11,
157,レディリー,71000101,地上じゃ無理でも宇宙なら上手くいくと思ったのに、<br>あなたの父親以外、みんな助かるなんて……。,400420103_057,10,
158,レディリー,71000101,ま、思わぬ副産物ができたのだから、<br>ある意味成功と言えるのかしらね。,400420103_058,12,
159,シャットアウラ,70000101,……お前、なのか？<br>お前のせいで……父は……ッ。,400420103_059,15,
#,,,#【画面カット】㉒アウラにナイフを刺されるレディリー,
160,シャットアウラ,70000101,う、あぁあああぁああ！！,400420103_060,21,
#,,,#【画面カット】㉓<br>ナイフで刺され血を吹きながら倒れるレディリー,
161,レディリー,71000101,ぅぐ……っ。,400420103_061,13,,
#,,,#【画面カット】㉔笑いながら身を起こすレディリー,
#,,,#【画面カット】㉕笑みを浮かべて起き上がるレディリー,
162,シャットアウラ,70000101,ッ！？,400420103_062,15,
163,レディリー,71000101,ウフフフ、もう気は済んだ？<br>ナイフで刺されるのは十六回目だったかしら。,400420103_063,12,
164,シャットアウラ,70000101,……化け物め。,400420103_064,21,
165,レディリー,71000101,あらそう？<br>あなた達だって相当なものよ。,400420103_065,12,,
166,レディリー,71000101,あなたは生かしておくわ。本当の奇蹟が<br>起きる瞬間を見せてあげる……その子を捕らえて。,400420103_066,10,
#,,,#【画面カット】㉖自動人形(女)に拘束されるアウラ,
167,シャットアウラ,70000101,ぐっ……！　貴様が何者でも何を企んでいても<br>絶対に潰してやる！　絶対にだ！！,400420103_067,16,
168,レディリー,71000101,……期待してるわ。<br>連れて行って。,400420103_068,12,,
#,,,#【画面カット】㉗目を覚ますアリサ,
169,レディリー,71000101,さてと……あとは、あなたね。,400420103_069,11,
170,鳴護 アリサ,69000101,っ……？,400420103_070,15,
#,,,#【画面カット】㉘目覚めたアリサを覗き込むレディリー,
171,レディリー,71000101,お・は・よ。<br>あなたにお願いがあるの、鳴護アリサさん。,400420103_071,12,
172,レディリー,71000101,私のために歌ってくれないかしら？<br>あなたの、奇蹟の歌を――。,400420103_072,21,
#,,,#END,





































































































































