#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,54,上里 翔流,,,,
talk,55,上里 翔流,,,,
talk,56,上里 翔流,,,,
talk,57,上里 翔流,,,,
talk,58,上条 当麻,,,,
talk,59,上里 翔流,,,,
talk,60,上里 翔流,,,,
talk,61,上里 翔流,,,,
talk,62,上里 翔流,,,,
talk,63,上里 翔流,,,,
talk,64,上里 翔流,,,,
bgm,stop,,,,,
talk,65,上里 翔流,,,,
talk,66,上条 当麻,,,,
bgm,play,30010004,,,,
talk,67,上里 翔流,,,,
talk,68,上里 翔流,,,,
talk,69,上里 翔流,,,,
talk,70,上里 翔流,,,,
talk,71,上条 当麻,,,,
talk,72,上里 翔流,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
stage,7020007,,,,,
stage,mat,ef_mat_heatwave_00_dst,
+上里 翔流.facial,10,
+上条 当麻.facial,10,
+focus,on,上里 翔流,
wait,1.5,
fade,in,1,#000000,0,
bgm,play,30010019,,,,
talk,73,上里 翔流,,,,
+talk,show,1,
talk,74,烏丸 府蘭,,,,
talk,75,上里 翔流,,,,
talk,76,上里 翔流,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
+focus,on,上里 翔流,
wait,1.5,
fade,in,1,#000000,0,
talk,77,上里 翔流,,,,
+talk,show,1,
talk,78,上条 当麻,,,,
talk,79,上里 翔流,,,,
talk,80,上条 当麻,,,,
talk,81,上里 翔流,,,,
talk,82,上里 翔流,,,,
talk,83,上里 翔流,,,,
talk,84,上条 当麻,,,,
talk,85,上里 翔流,,,,
talk,86,上条 当麻,,,,
talk,87,上里 翔流,,,,
se,play,300800000990,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
+focus,off,上里 翔流,上条 当麻,
wait,2,
talk,88,上条 当麻,,,,
talk,89,上里 翔流,,,,
talk,90,上里 翔流,,,,
wait,1,
bgm,stop,,,,,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
+talk,show,0,
wait,1,
se,play,300200000240,,,,
+去鳴.fade,in,0.5,
+琉華.fade,in,0.5,
+place,去鳴,琉華,
+focus,on,去鳴,琉華,
wait,3,
去鳴.fade,out,0.5,
+琉華.fade,out,0.5,
bgm,play,30010020,,,,
talk,91,上条 当麻,,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+place,上里 翔流,上条 当麻,
se,play,300700000010,,,,
+focus,off,上里 翔流,上条 当麻,
wait,1,
se,play,300700000020,,,,
wait,2,
talk,92,上条 当麻,,,,
wait,1,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
+talk,show,0,
wait,1,
去鳴.fade,in,0.5,
+琉華.fade,in,0.5,
+place,去鳴,琉華,
+focus,on,去鳴,琉華,
wait,3,
去鳴.fade,out,0.5,
+琉華.fade,out,0.5,
talk,93,上里 翔流,,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+place,上里 翔流,上条 当麻,
talk,94,上里 翔流,,,,
se,play,300800000990,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
+focus,off,上里 翔流,上条 当麻,
wait,2,
talk,95,上条 当麻,,,,
talk,96,上里 翔流,,,,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
talk,97,去鳴,,,,
+去鳴.fade,in,0.5,
+琉華.fade,in,0.5,
+place,去鳴,琉華,
wait,1,
去鳴.fade,out,0.5,
+琉華.fade,out,0.5,
talk,98,上里 翔流,,,,
+上条 当麻.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+place,上里 翔流,上条 当麻,
se,play,300300000590,,,,
+focus,off,上里 翔流,上条 当麻,
wait,2,
talk,99,上条 当麻,,,,
se,play,300300000130,,,,
+focus,off,上里 翔流,上条 当麻,
wait,3,
talk,100,上里 翔流,,,,
talk,101,上里 翔流,,,,
talk,102,上里 翔流,,,,
talk,103,上里 翔流,,,,
+se,play,300700000030,,,,
wait,1,
talk,104,上里 翔流,,,,
talk,105,上里 翔流,,,,
talk,106,上里 翔流,,,,
talk,107,上里 翔流,,,,
talk,108,上里 翔流,,,,
talk,109,上里 翔流,,,,
talk,110,上里 翔流,,,,
talk,111,上里 翔流,,,,
talk,112,上里 翔流,,,,
talk,113,上里 翔流,,,,
wait,1,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
talk,114,去鳴,,,,
+去鳴.fade,in,0.5,
+琉華.fade,in,0.5,
+place,去鳴,琉華,
talk,115,琉華,,,,
去鳴.fade,out,0.5,
+琉華.fade,out,0.5,
talk,116,上里 翔流,,,,
+上条 当麻.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+place,上里 翔流,上条 当麻,
talk,117,上里 翔流,,,,
talk,118,上条 当麻,,,,
talk,119,上里 翔流,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
