#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,60,豊山 琉華,,,,
talk,61,上条 当麻,,,,
talk,62,御坂 美琴,,,,
+se,play,300200000900,,,,
+御坂 美琴.fade,in,0.5,
+place,上条 当麻,御坂 美琴,烏丸 府蘭,豊山 琉華,
wait,1,
talk,63,御坂 美琴,,,,
talk,64,御坂 美琴,,,,
talk,65,御坂 美琴,,,,
talk,66,上条 当麻,,,,
talk,67,御坂 美琴,,,,
talk,68,御坂 美琴,,,,
talk,69,御坂 美琴,,,,
talk,70,御坂 美琴,,,,
talk,71,御坂 美琴,,,,
talk,72,上条 当麻,,,,
talk,73,上条 当麻,,,,
talk,74,豊山 琉華,,,,
talk,75,上条 当麻,,,,
talk,76,豊山 琉華,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
+上条 当麻.facial,20,
+豊山 琉華.facial,13,
+御坂 美琴.facial,11,
+focus,on,豊山 琉華,
wait,2,
fade,in,1,#000000,0,
talk,77,豊山 琉華,,,,
+talk,show,1,
talk,78,上条 当麻,,,,
talk,79,御坂 美琴,,,,
talk,80,上条 当麻,,,,
talk,81,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
stage,8001004,,,,,
talk,show,0,
+上条 当麻.fade,out,0.5,
+烏丸 府蘭.fade,out,0.5,
+豊山 琉華.fade,out,0.5,
カエル顔の医者.fade,in,0.5,
+place,御坂 美琴,カエル顔の医者,
+focus,on,御坂 美琴,カエル顔の医者,
wait,2,
fade,in,1,#000000,0,
wait,1,
se,play,300600000370,,,,
+カエル顔の医者.move,1,5,1,
+御坂 美琴.move,0,5,1,
+カエル顔の医者.fade,out,0.5,
+御坂 美琴.fade,out,0.5,
wait,2,
talk,82,上条 当麻,,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,上条 当麻,
+place,空白,上条 当麻,空白,
talk,83,上条 当麻,,,,
wait,1,
se,play,300200000480,,,,
+烏丸 府蘭.fade,in,0.5,
+豊山 琉華.fade,in,0.5,
+focus,off,烏丸 府蘭,上条 当麻,豊山 琉華,
+place,烏丸 府蘭,上条 当麻,豊山 琉華,
wait,1,
bgm,play,30010020,,,,
talk,84,上条 当麻,,,,
talk,85,上条 当麻,,,,
talk,86,上条 当麻,,,,
talk,87,上条 当麻,,,,
talk,88,豊山 琉華,,,,
talk,89,烏丸 府蘭,,,,
talk,90,烏丸 府蘭,,,,
talk,91,上条 当麻,,,,
talk,92,上条 当麻,,,,
talk,93,上条 当麻,,,,
talk,94,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
stage,7020011,,,,,
talk,show,0,
上条 当麻.fade,out,0.5,上条 当麻,
+烏丸 府蘭.fade,out,0.5,
+豊山 琉華.fade,out,0.5,
ネフテュス.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+娘々.fade,in,0.5,
+place,ネフテュス,上里 翔流,娘々,
+focus,on,娘々,
wait,2,
fade,in,1,#000000,0,,
bgm,play,30010009,,,,
talk,95,娘々,,,,
+talk,show,1,
talk,96,上里 翔流,,,,
talk,97,娘々,,,,
talk,98,上里 翔流,,,,
talk,99,娘々,,,,
talk,100,上里 翔流,,,,
talk,101,娘々,,,,
talk,102,娘々,,,,
talk,103,娘々,,,,
talk,104,娘々,,,,
talk,105,娘々,,,,
talk,106,娘々,,,,
talk,107,娘々,,,,
talk,108,娘々,,,,
talk,109,娘々,,,,
talk,110,上里 翔流,,,,
talk,111,ネフテュス,,,,
talk,112,娘々,,,,
talk,113,ネフテュス,,,,
talk,114,娘々,,,,
talk,115,ネフテュス,,,,
talk,116,ネフテュス,,,,
talk,117,娘々,,,,
talk,118,ネフテュス,,,,
wait,1,
talk,119,娘々たち,,,,
+focus,on,ネフテュス,娘々,
+ネフテュス.facial,12,
+娘々.facial,12,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
