#command,param1,param2,param3,param4,
#,
control,1,
蜜蟻 愛愉.move,1,0,0.2,
se,play,300700000020,,,
蜜蟻 愛愉.move,0,1,0.2,
talk,31,食蜂 操祈,,,
talk,32,食蜂 操祈,,,
bgm,stop,,,,
talk,33,蜜蟻 愛愉,,,
bgm,play,30010017,,,
talk,34,食蜂 操祈,,,
talk,35,蜜蟻 愛愉,,,
talk,36,食蜂 操祈,,,
talk,37,蜜蟻 愛愉,,,
+se,play,300700000020,,,
talk,38,食蜂 操祈,,,
+食蜂 操祈.shake,"(0.10,0)","(10,0)",1,
+se,play,300700000020,,,
talk,39,蜜蟻 愛愉,,,
talk,40,食蜂 操祈,,,
wait,1,
fade,out,1,#000000,0,
シーン00.fade,in,0.1,,,
talk,show,0,
+蜜蟻 愛愉.fade,out,0.5,
place,食蜂 操祈,蜜蟻 愛愉,
+食蜂 操祈.facial,11,
+蜜蟻 愛愉.facial,11,
+focus,on,食蜂 操祈,
bgm,stop,,,,
wait,2,
bgm,play,30010009,,,
fade,in,1,#000000,0,
talk,41,食蜂 操祈,,,
+talk,show,1,
蜜蟻 愛愉.fade,in,0.5,
talk,42,蜜蟻 愛愉,,,
talk,43,蜜蟻 愛愉,,,
talk,44,蜜蟻 愛愉,,,
talk,45,食蜂 操祈,,,
talk,46,蜜蟻 愛愉,,,
talk,47,食蜂 操祈,,,
talk,48,食蜂 操祈,,,
talk,49,食蜂 操祈,,,
talk,50,蜜蟻 愛愉,,,
+bgm,stop,,,,
talk,51,食蜂 操祈,,,
talk,52,蜜蟻 愛愉,,,
talk,53,食蜂 操祈,,,
bgm,play,30010018,,,
talk,54,蜜蟻 愛愉,,,
talk,55,蜜蟻 愛愉,,,
talk,56,食蜂 操祈,,,
talk,57,食蜂 操祈,,,
talk,58,食蜂 操祈,,,
talk,59,食蜂 操祈,,,
talk,60,食蜂 操祈,,,
talk,61,食蜂 操祈,,,
talk,62,食蜂 操祈,,,
talk,63,蜜蟻 愛愉,,,
talk,64,蜜蟻 愛愉,,,
talk,65,蜜蟻 愛愉,,,
talk,66,蜜蟻 愛愉,,,
talk,67,食蜂 操祈,,,
+se,play,300200001050,,,
talk,68,蜜蟻 愛愉,,,
talk,69,蜜蟻 愛愉,,,
bgm,stop,,,,
talk,70,食蜂 操祈,,,
talk,71,食蜂 操祈,,,
wait,1,
fade,out,1,#FFFFFF,0,
stage,7022003,,,,
+シーン00.fade,out,0.1,
talk,show,0,
place,上条 当麻,
+上条 当麻.silhouette,on,
+focus,on,上条 当麻,
bgm,play,30010021,,,
wait,1,
fade,in,1,#FFFFFF,0,
+se,play,300200000480,,,
wait,2,
fade,out,1,#FFFFFF,0,
シーン00.fade,in,0.1,,,
上条 当麻.fade,out,0.5,
place,食蜂 操祈,蜜蟻 愛愉,
+蜜蟻 愛愉.facial,15,
+focus,on,蜜蟻 愛愉,
wait,1,
fade,in,1,#FFFFFF,0,
talk,72,蜜蟻 愛愉,,,
+talk,show,1,
talk,73,蜜蟻 愛愉,,,
talk,74,蜜蟻 愛愉,,,
talk,75,蜜蟻 愛愉,,,
se,play,300700000920,,,
wait,1,
fade,out,1,#FFFFFF,0,
シーン00.fade,out,0.1,
+シーン01.fade,in,0.1,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+蜜蟻 愛愉.fade,out,0.5,
place,上条 当麻,
+上条 当麻.fade,in,0.5,
+上条 当麻.silhouette,off,
+focus,on,上条 当麻,
wait,1,
fade,in,1,#FFFFFF,0,
talk,76,上条 当麻,,,
+se,play,300200000170,,,
+talk,show,1,
talk,77,食蜂 操祈,,,
talk,78,食蜂 操祈,,,
talk,79,食蜂 操祈,,,
talk,80,食蜂 操祈,,,
talk,81,食蜂 操祈,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
