#command,param1,param2,param3,param4,param5,
#,
control,1,
+se,play,300200000480,,,,
+御坂 美琴.fade,in,0.5,
+place,御坂 美琴,上条 当麻,
talk,65,上条 当麻,,,,
talk,66,上条 当麻,,,,
bgm,stop,,,,,
talk,67,御坂 美琴,,,,
bgm,play,30010009,,,,
talk,68,御坂 美琴,,,,
talk,69,御坂 美琴,,,,
talk,70,御坂 美琴,,,,
talk,71,御坂 美琴,,,,
talk,72,上条 当麻,,,,
talk,73,御坂 美琴,,,,
+御坂 美琴.shake,"(0.10,0)","(10,0)",1,
talk,74,上条 当麻,,,,
talk,75,御坂 美琴,,,,
talk,76,御坂 美琴,,,,
talk,77,上条 当麻,,,,
talk,78,上条 当麻,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,,,,,
talk,show,0,
stage,22001002,,,,,
stage,mat,ef_mat_heatwave_00_dst,
上条 当麻.facial,10,
+御坂 美琴.facial,20,
+focus,off,御坂 美琴,上条 当麻,
+place,空白,御坂 美琴,上条 当麻,空白,
wait,1.5,
fade,in,1,#FFFFFF,0,
bgm,play,30010020,,,,
talk,79,常盤台中学生徒Ａ,,,,
+talk,show,1,
talk,80,常盤台中学生徒Ｂ,,,,
talk,81,常盤台中学生徒Ａ,,,,
talk,82,御坂 美琴,,,,
talk,83,御坂 美琴,,,,
talk,84,御坂 美琴,,,,
talk,85,食蜂 操祈,,,,
+se,play,300200000480,,,,
+食蜂 操祈.fade,in,0.5,
+place,空白,御坂 美琴,上条 当麻,食蜂 操祈,
talk,86,食蜂 操祈,,,,
talk,87,御坂 美琴,,,,
talk,88,白井 黒子,,,,
+se,play,300200000480,,,,
+白井 黒子.fade,in,0.5,
+place,白井 黒子,御坂 美琴,上条 当麻,食蜂 操祈,
talk,89,白井 黒子,,,,
talk,90,白井 黒子,,,,
talk,91,食蜂 操祈,,,,
talk,92,食蜂 操祈,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
stage,7020008,,,,,
+食蜂 操祈.fade,out,0.5,
+白井 黒子.fade,out,0.5,
上条 当麻.facial,21,
+place,御坂 美琴,上条 当麻,
+focus,off,御坂 美琴,上条 当麻,
wait,2,
fade,in,1,#000000,0,
se,play,300700001130,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,2,
bgm,play,30010019,,,,
talk,93,上条 当麻,,,,
+talk,show,1,
talk,94,上条 当麻,,,,
talk,95,常盤台中学生徒Ａ,,,,
talk,96,常盤台中学生徒Ｂ,,,,
+se,play,300700001150,,,,
wait,3,
talk,97,上条 当麻,,,,
talk,98,常盤台中学生徒Ａ,,,,
talk,99,上条 当麻,,,,
talk,100,上条 当麻,,,,
talk,101,上条 当麻,,,,
se,play,300300000100,,,,
+focus,off,御坂 美琴,上条 当麻,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,3,
talk,102,上条 当麻,,,,
talk,103,上条 当麻,,,,
talk,104,上条 当麻,,,,
talk,105,上条 当麻,,,,
talk,106,上条 当麻,,,,
talk,107,上条 当麻,,,,
se,play,300700001140,,,,
+focus,off,御坂 美琴,上条 当麻,
wait,3,
talk,108,上条 当麻,,,,
se,play,300300000580,,,,
+focus,off,御坂 美琴,上条 当麻,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,3,
御坂 美琴.fade,out,0.5,
wait,1,
talk,109,上条 当麻,,,,
talk,110,上条 当麻,,,,
talk,111,上条 当麻,,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,112,上条 当麻,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
