#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,53,娘々,,,,
talk,54,上里 翔流,,,,
talk,55,娘々,,,,
talk,56,娘々,,,,
talk,57,上里 翔流,,,,
talk,58,娘々,,,,
talk,59,娘々,,,,
talk,60,娘々,,,,
talk,61,ネフテュス,,,,
talk,62,娘々,,,,
talk,63,娘々,,,,
talk,64,娘々,,,,
talk,65,娘々,,,,
talk,66,娘々,,,,
talk,67,娘々,,,,
talk,68,娘々,,,,
bgm,play,30010015,,,,
talk,69,上里 翔流,,,,
talk,70,上里 翔流,,,,
talk,71,上里 翔流,,,,
talk,72,上里 翔流,,,,
talk,73,上里 翔流,,,,
talk,74,上里 翔流,,,,
talk,75,上里 翔流,,,,
talk,76,上里 翔流,,,,
talk,77,上里 翔流,,,,
talk,78,上里 翔流,,,,
talk,79,上里 翔流,,,,
talk,80,上里 翔流,,,,
talk,81,上里 翔流,,,,
talk,82,上里 翔流,,,,
talk,83,上里 翔流,,,,
talk,84,上里 翔流,,,,
talk,85,上里 翔流,,,,
talk,86,娘々,,,,
talk,87,上里 翔流,,,,
talk,88,上里 翔流,,,,
talk,89,上里 翔流,,,,
talk,90,上里 翔流,,,,
talk,91,上里 翔流,,,,
talk,92,上里 翔流,,,,
bgm,play,30010008,,,,
talk,93,娘々,,,,
talk,94,上里 翔流,,,,
talk,95,娘々,,,,
talk,96,娘々,,,,
talk,97,娘々,,,,
talk,98,上里 翔流,,,,
talk,99,上里 翔流,,,,
talk,100,上里 翔流,,,,
talk,101,上里 翔流,,,,
talk,102,娘々,,,,
talk,103,ネフテュス,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,
talk,show,0,
stage,7021003,,,,,
ネフテュス.fade,out,0.5,
+上里 翔流.fade,out,0.5,
+娘々.fade,out,0.5,
烏丸 府蘭.fade,in,0.5,
+上条 当麻.fade,in,0.5,
+豊山 琉華.fade,in,0.5,
+place,烏丸 府蘭,上条 当麻,豊山 琉華,
focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010009,,,,
talk,104,上条 当麻,,,,
+talk,show,1,
talk,105,上条 当麻,,,,
talk,106,烏丸 府蘭,,,,
talk,107,豊山 琉華,,,,
talk,108,豊山 琉華,,,,
talk,109,上条 当麻,,,,
talk,110,豊山 琉華,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
烏丸 府蘭.facial,17,
+上条 当麻.facial,14,
+豊山 琉華.facial,13,
focus,on,烏丸 府蘭,
wait,2,
fade,in,1,#000000,0,
talk,111,烏丸 府蘭,,,,
+talk,show,1,
+se,play,300600000170,,,,
wait,2,
talk,112,上条 当麻,,,,
bgm,stop,
se,play,300300000620,,,,
+focus,off,烏丸 府蘭,上条 当麻,豊山 琉華,
wait,2,
bgm,play,30010017,,,,
talk,113,上条 当麻,,,,
talk,114,上条 当麻,,,,
talk,115,豊山 琉華,,,,
talk,116,上条 当麻,,,,
talk,117,上条 当麻,,,,
+se,play,300200001030,,,,
wait,1,
talk,118,烏丸 府蘭,,,,
+se,play,300700000010,,,,
wait,1.5,
talk,119,上条 当麻,,,,
talk,120,烏丸 府蘭,,,,
talk,121,上条 当麻,,,,
talk,122,上条 当麻,,,,
talk,123,豊山 琉華,,,,
talk,124,豊山 琉華,,,,
talk,125,上条 当麻,,,,
talk,126,上条 当麻,,,,
talk,127,上条 当麻,,,,
+se,play,300300000100,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,2,
talk,128,烏丸 府蘭,,,,
talk,129,豊山 琉華,,,,
talk,130,豊山 琉華,,,,
talk,131,豊山 琉華,,,,
talk,132,烏丸 府蘭,,,,
talk,133,上条 当麻,,,,
+se,play,0300700000430,,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
wait,1.5,
talk,134,烏丸 府蘭,,,,
talk,135,豊山 琉華,,,,
talk,136,上条 当麻,,,,
talk,137,上条 当麻,,,,
talk,138,豊山 琉華,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
talk,show,0,
stage,9004004,,,,,
烏丸 府蘭.fade,out,0.5,
+上条 当麻.fade,out,0.5,
+豊山 琉華.fade,out,0.5,
木原 唯一.fade,in,0.5,
+place,木原 唯一,
focus,on,木原 唯一,
wait,2,
fade,in,1,#FFFFFF,0,
bgm,play,30010014,,,,
talk,139,木原 唯一,,,,
+talk,show,1,
talk,140,木原 唯一,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
