#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,66,上条 当麻,,,,
talk,67,烏丸 府蘭,,,,
talk,68,上条 当麻,,,,
talk,69,上条 当麻,,,,
talk,70,烏丸 府蘭,,,,
talk,71,上条 当麻,,,,
talk,72,上条 当麻,,,,
talk,73,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
stage,1006,,,,,
+上条 当麻.fade,out,0.5,
+烏丸 府蘭.fade,out,0.5,
wait,1,
fade,in,1,#000000,0,
talk,74,上条 当麻,,,,
+talk,show,1,
talk,75,上条 当麻,,,,
talk,76,上条 当麻,,,,
talk,77,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
stage,5004007,,,,,
+琉華.fade,in,0.5,
+place,琉華,
+focus,on,琉華,
wait,1,
fade,in,1,#000000,0,
bgm,play,30010017,,,,
talk,78,琉華,,,,
+talk,show,1,
talk,79,琉華,,,,
talk,80,琉華,,,,
talk,81,琉華,,,,
talk,82,琉華,,,,
talk,83,琉華,,,,
talk,84,琉華,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
stage,1006,,,,,
+琉華.fade,out,0.5,
wait,1,
fade,in,1,#000000,0,
talk,85,上条 当麻,,,,
+talk,show,1,
talk,86,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
stage,5004007,,,,,
+琉華.fade,in,0.5,
+place,琉華,
+琉華.facial,13,
+focus,on,琉華,
wait,1,
fade,in,1,#000000,0,
talk,87,琉華,,,,
+talk,show,1,
talk,88,琉華,,,,
wait,1,
琉華.fade,out,0.5,
+talk,show,0,
wait,1,
talk,89,上条 当麻,,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,
+烏丸 府蘭.fade,in,0.5,
+place,上条 当麻,烏丸 府蘭,
talk,90,烏丸 府蘭,,,,
talk,91,上条 当麻,,,,
talk,92,上条 当麻,,,,
talk,93,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
stage,7020011,,,,,
+上条 当麻.fade,out,0.5,
+烏丸 府蘭.fade,out,0.5,
+上里 翔流.fade,in,0.5,
+娘々.fade,in,0.5,
+place,上里 翔流,娘々,
+focus,on,娘々,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010014,,,,
talk,94,娘々,,,,
+talk,show,1,
talk,95,上里 翔流,,,,
talk,96,娘々,,,,
talk,97,娘々,,,,
talk,98,娘々,,,,
talk,99,娘々,,,,
talk,100,娘々,,,,
talk,101,上里 翔流,,,,
talk,102,娘々,,,,
talk,103,娘々,,,,
talk,104,娘々,,,,
talk,105,娘々,,,,
talk,106,上里 翔流,,,,
wait,1,
上里 翔流.fade,out,0.5,
+娘々.fade,out,0.5,
+talk,show,0,
wait,1,
talk,107,ネフテュス,,,,
+talk,show,1,
+se,play,300200001090,,,,
+ネフテュス.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+娘々.fade,in,0.5,
+place,ネフテュス,上里 翔流,娘々,
wait,1,
talk,108,ネフテュス,,,,
talk,109,ネフテュス,,,,
talk,110,娘々,,,,
talk,111,娘々,,,,
talk,112,上里 翔流,,,,
talk,113,ネフテュス,,,,
talk,114,上里 翔流,,,,
talk,115,上里 翔流,,,,
talk,116,上里 翔流,,,,
talk,117,上里 翔流,,,,
talk,118,上里 翔流,,,,
talk,119,娘々,,,,
talk,120,娘々,,,,
talk,121,娘々,,,,
talk,122,娘々,,,,
talk,123,娘々,,,,
talk,124,娘々,,,,
talk,125,娘々,,,,
talk,126,娘々,,,,
talk,127,上里 翔流,,,,
talk,128,娘々,,,,
talk,129,娘々,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
