#command,param1,param2,param3,param4,param5,
#,
control,1,
+上条 当麻.facial,10,
+烏丸 府蘭.facial,10,
+琉華.facial,13,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010009,,,,
talk,14,上条 当麻,,,,
+talk,show,1,
talk,15,上条 当麻,,,,
talk,16,上条 当麻,,,,
talk,17,琉華,,,,
talk,18,上条 当麻,,,,
talk,19,上条 当麻,,,,
talk,20,琉華,,,,
talk,21,上条 当麻,,,,
talk,22,上条 当麻,,,,
talk,23,烏丸 府蘭,,,,
talk,24,烏丸 府蘭,,,,
talk,25,烏丸 府蘭,,,,
talk,26,烏丸 府蘭,,,,
talk,27,烏丸 府蘭,,,,
talk,28,上条 当麻,,,,
talk,29,烏丸 府蘭,,,,
talk,30,烏丸 府蘭,,,,
talk,31,上条 当麻,,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,32,琉華,,,,
talk,33,琉華,,,,
talk,34,琉華,,,,
talk,35,琉華,,,,
talk,36,琉華,,,,
bgm,stop,,,,,
talk,37,上条 当麻,,,,
talk,38,上条 当麻,,,,
bgm,play,30010011,,,,
talk,39,琉華,,,,
talk,40,琉華,,,,
talk,41,琉華,,,,
talk,42,琉華,,,,
talk,43,上条 当麻,,,,
talk,44,上条 当麻,,,,
talk,45,琉華,,,,
+琉華.shake,"(0.10,0)","(10,0)",1,
talk,46,上条 当麻,,,,
talk,47,上条 当麻,,,,
talk,48,琉華,,,,
talk,49,上条 当麻,,,,
talk,50,上条 当麻,,,,
talk,51,上条 当麻,,,,
talk,52,上条 当麻,,,,
talk,53,琉華,,,,
talk,54,上条 当麻,,,,
talk,55,上条 当麻,,,,
talk,56,上条 当麻,,,,
talk,57,上条 当麻,,,,
talk,58,上条 当麻,,,,
talk,59,琉華,,,,
talk,60,琉華,,,,
talk,61,烏丸 府蘭,,,,
talk,62,烏丸 府蘭,,,,
talk,63,烏丸 府蘭,,,,
talk,64,琉華,,,,
talk,65,上条 当麻,,,,
talk,66,上条 当麻,,,,
talk,67,上条 当麻,,,,
talk,68,琉華,,,,
talk,69,琉華,,,,
talk,70,琉華,,,,
bgm,stop,,,,,
talk,71,上条 当麻,,,,
talk,72,琉華,,,,
bgm,play,30010020,,,,
talk,73,上条 当麻,,,,
talk,74,上条 当麻,,,,
talk,75,上条 当麻,,,,
talk,76,琉華,,,,
talk,77,上条 当麻,,,,
talk,78,琉華,,,,
talk,79,上条 当麻,,,,
talk,80,上条 当麻,,,,
talk,81,上条 当麻,,,,
talk,82,琉華,,,,
talk,83,上条 当麻,,,,
talk,84,上条 当麻,,,,
talk,85,上条 当麻,,,,
talk,86,上条 当麻,,,,
talk,87,上条 当麻,,,,
talk,88,琉華,,,,
talk,89,上条 当麻,,,,
talk,90,上条 当麻,,,,
talk,91,琉華,,,,
talk,92,琉華,,,,
talk,93,琉華,,,,
talk,94,琉華,,,,
talk,95,琉華,,,,
talk,96,琉華,,,,
talk,97,琉華,,,,
talk,98,上条 当麻,,,,
talk,99,琉華,,,,
talk,100,琉華,,,,
talk,101,琉華,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
+上条 当麻.facial,23,
+烏丸 府蘭.facial,23,
+琉華.facial,10,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010008,,,,
talk,102,上条 当麻,,,,
+talk,show,1,
talk,103,上条 当麻,,,,
talk,104,烏丸 府蘭,,,,
talk,105,上条 当麻,,,,
talk,106,上条 当麻,,,,
talk,107,琉華,,,,
talk,108,琉華,,,,
talk,109,琉華,,,,
talk,110,琉華,,,,
talk,111,上条 当麻,,,,
talk,112,琉華,,,,
talk,113,琉華,,,,
talk,114,琉華,,,,
talk,115,上条 当麻,,,,
talk,116,琉華,,,,
talk,117,琉華,,,,
talk,118,琉華,,,,
talk,119,琉華,,,,
talk,120,琉華,,,,
talk,121,琉華,,,,
talk,122,琉華,,,,
talk,123,烏丸 府蘭,,,,
talk,124,琉華,,,,
bgm,stop,,,,,
talk,125,上条 当麻,,,,
talk,126,上条 当麻,,,,
talk,127,烏丸 府蘭,,,,
bgm,play,30010019,,,,
talk,128,上条 当麻,,,,
talk,129,上条 当麻,,,,
talk,130,上条 当麻,,,,
talk,131,上条 当麻,,,,
talk,132,上条 当麻,,,,
talk,133,上条 当麻,,,,
talk,134,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
se,play,300200000100,,,,
talk,show,0,
シーン1.fade,out,0.5,,,,
stage,7004001,,,,,
+烏丸 府蘭.fade,out,0.5,
+琉華.fade,out,0.5,
+上条 当麻.facial,11,
+place,上条 当麻,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
talk,135,上条 当麻,,,,
+talk,show,1,
talk,136,上条 当麻,,,,
talk,137,上条 当麻,,,,
talk,138,上条 当麻,,,,
talk,139,上条 当麻,,,,
bgm,stop,,,,,
talk,140,上条 当麻,,,,
se,play,300200000750,,,,
+focus,off,上条 当麻,
wait,3,
bgm,play,30010017,,,,
talk,141,上条 当麻,,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
wait,1,
se,play,300300000610,,,,
+focus,off,上条 当麻,
wait,3,
talk,142,上条 当麻,,,,
talk,143,上条 当麻,,,,
talk,144,高架上からの声Ａ,,,,
talk,145,高架上からの声Ｂ,,,,
talk,146,高架上からの声Ｂ,,,,
talk,147,上条 当麻,,,,
talk,148,上条 当麻,,,,
talk,149,高架上からの声Ａ,,,,
talk,150,高架上からの声Ａ,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
