#command,param1,param2,param3,param4,param5,
#,
control,1,
+烏丸 府蘭.facial,10,
+豊山 琉華.fade,out,0.5,
+focus,on,上条 当麻,
+place,上条 当麻,空白,烏丸 府蘭,
wait,2,
fade,in,1,#000000,0,
talk,84,上条 当麻,,,,
+talk,show,1,
talk,85,上条 当麻,,,,
talk,86,豊山 琉華(幼女),,,,
+se,play,300200000480,,,,
+豊山 琉華(幼女).fade,in,0.5,
+place,上条 当麻,豊山 琉華(幼女),烏丸 府蘭,
wait,1,
bgm,play,30010005,,,,
talk,87,上条 当麻,,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,88,豊山 琉華(幼女),,,,
talk,89,常盤台中学生徒Ａ,,,,
talk,90,常盤台中学生徒Ｂ,,,,
talk,91,常盤台中学生徒Ｃ,,,,
talk,92,豊山 琉華(幼女),,,,
+豊山 琉華(幼女).shake,"(0.10,0)","(10,0)",1,
wait,1,
se,play,300200000790,,,,
+豊山 琉華(幼女).move,1,5,
+豊山 琉華(幼女).fade,out,0.5,
+talk,show,0,
+focus,off,上条 当麻,豊山 琉華(幼女),烏丸 府蘭,
wait,2,
talk,93,烏丸 府蘭,,,,
+talk,show,1,
talk,94,烏丸 府蘭,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
+上条 当麻.facial,10,
+烏丸 府蘭.facial,12,
+御坂 美琴.fade,in,0.5,
+focus,on,上条 当麻,
+place,上条 当麻,烏丸 府蘭,御坂 美琴,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010008,,,,
talk,95,上条 当麻,,,,
+talk,show,1,
talk,96,上条 当麻,,,,
talk,97,烏丸 府蘭,,,,
+se,play,300100000370,,,,
wait,1,
talk,98,上条 当麻,,,,
talk,99,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
stage,8002004,,,,,
+screen.effect,ef_com_00000_001_009_00,"(0,0)",1,0,,
+上条 当麻.fade,out,0.5,
+烏丸 府蘭.fade,out,0.5,
パトリシア.fade,in,0.5,
+place,パトリシア,
+focus,on,
wait,1,
fade,in,1,#000000,0,
wait,3,
fade,out,1,#000000,0,
talk,show,0,
+screen.effect,delete,
stage,8001004,,,,,
パトリシア.fade,out,0.5,
上条 当麻.fade,in,0.5,
+御坂 美琴.fade,in,0.5,
+烏丸 府蘭.fade,in,0.5,
+御坂 美琴.facial,10,
+place,上条 当麻,烏丸 府蘭,御坂 美琴,
+focus,on,上条 当麻,
wait,1,
fade,in,1,#000000,0,
talk,100,上条 当麻,,,,
+talk,show,1,
talk,101,上条 当麻,,,,
talk,102,上条 当麻,,,,
talk,103,烏丸 府蘭,,,,
talk,104,烏丸 府蘭,,,,
talk,105,烏丸 府蘭,,,,
talk,106,烏丸 府蘭,,,,
talk,107,烏丸 府蘭,,,,
talk,108,上条 当麻,,,,
talk,109,上条 当麻,,,,
talk,110,上条 当麻,,,,
talk,111,上条 当麻,,,,
talk,112,上条 当麻,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
