#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,34,上条 当麻,,,,
talk,35,烏丸 府蘭,,,,
talk,36,烏丸 府蘭,,,,
talk,37,烏丸 府蘭,,,,
talk,38,烏丸 府蘭,,,,
talk,39,烏丸 府蘭,,,,
talk,40,上条 当麻,,,,
talk,41,烏丸 府蘭,,,,
talk,42,上条 当麻,,,,
bgm,stop,,,,,
se,play,300600000320,,,,
+focus,off,上条 当麻,烏丸 府蘭,
wait,3,
talk,43,上条 当麻,,,,
talk,44,上条 当麻,,,,
talk,45,烏丸 府蘭,,,,
wait,2,
fade,out,1,#000000,0,
talk,show,0,
stage,7020007,,,,,
+上条 当麻.facial,21,
+烏丸 府蘭.facial,21,
+focus,off,上条 当麻,烏丸 府蘭,
wait,2,
fade,in,1,#000000,0,
se,play,300600000320,,,,
wait,3,
bgm,play,30010019,,,,
talk,46,上条 当麻,,,,
+talk,show,1,
talk,47,上条 当麻,,,,
talk,48,上条 当麻,,,,
talk,49,上条 当麻,,,,
se,play,300100000450,,,,
+focus,off,上条 当麻,烏丸 府蘭,
wait,3,
talk,50,営巣部隊のアナウンス,,,,
talk,51,営巣部隊のアナウンス,,,,
talk,52,営巣部隊のアナウンス,,,,
talk,53,営巣部隊のアナウンス,,,,
talk,54,上条 当麻,,,,
talk,55,上条 当麻,,,,
talk,56,烏丸 府蘭,,,,
talk,57,上条 当麻,,,,
talk,58,烏丸 府蘭,,,,
talk,59,烏丸 府蘭,,,,
talk,60,烏丸 府蘭,,,,
talk,61,烏丸 府蘭,,,,
talk,62,上条 当麻,,,,
talk,63,烏丸 府蘭,,,,
talk,64,烏丸 府蘭,,,,
talk,65,烏丸 府蘭,,,,
bgm,stop,,,,,
talk,66,営巣部隊のアナウンス,,,,
talk,67,営巣部隊のアナウンス,,,,
talk,68,営巣部隊のアナウンス,,,,
talk,69,営巣部隊のアナウンス,,,,
bgm,play,30010017,,,,
talk,70,上条 当麻,,,,
talk,71,烏丸 府蘭,,,,
talk,72,上条 当麻,,,,
talk,73,烏丸 府蘭,,,,
talk,74,烏丸 府蘭,,,,
talk,75,烏丸 府蘭,,,,
talk,76,上条 当麻,,,,
talk,77,上条 当麻,,,,
talk,78,烏丸 府蘭,,,,
talk,79,上条 当麻,,,,
talk,80,烏丸 府蘭,,,,
talk,81,烏丸 府蘭,,,,
talk,82,烏丸 府蘭,,,,
talk,83,烏丸 府蘭,,,,
talk,84,上条 当麻,,,,
talk,85,烏丸 府蘭,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
stage,5004007,,,,,
+上条 当麻.facial,10,
+烏丸 府蘭.facial,20,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010009,,,,
talk,86,上条 当麻,,,,
+talk,show,1,
talk,87,上条 当麻,,,,
talk,88,烏丸 府蘭,,,,
talk,89,上条 当麻,,,,
talk,90,烏丸 府蘭,,,,
talk,91,烏丸 府蘭,,,,
talk,92,烏丸 府蘭,,,,
talk,93,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
+上条 当麻.facial,15,
+烏丸 府蘭.facial,10,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
talk,94,上条 当麻,,,,
+talk,show,1,
talk,95,烏丸 府蘭,,,,
talk,96,上条 当麻,,,,
talk,97,上条 当麻,,,,
talk,98,上条 当麻,,,,
bgm,stop,,,,,
se,play,300400000300,,,,
+focus,off,上条 当麻,烏丸 府蘭,
wait,2,
bgm,play,30010006,,,,
talk,99,上条 当麻,,,,
talk,100,烏丸 府蘭,,,,
talk,101,上条 当麻,,,,
talk,102,上条 当麻,,,,
talk,103,上条 当麻,,,,
talk,104,烏丸 府蘭,,,,
talk,105,上条 当麻,,,,
talk,106,上条 当麻,,,,
talk,107,烏丸 府蘭,,,,
+烏丸 府蘭.shake,"(0.10,0)","(10,0)",1,
talk,108,上条 当麻,,,,
talk,109,烏丸 府蘭,,,,
talk,110,上条 当麻,,,,
bgm,stop,,,,,
se,play,300400000340,,,,
+focus,off,上条 当麻,烏丸 府蘭,
+上条 当麻.fade,out,0.5,
+talk,show,0,
wait,2,
烏丸 府蘭.fade,out,0.5,
wait,1,
上条 当麻(グレイ).fade,in,0.5,
+烏丸 府蘭.fade,in,0.5,
+place,上条 当麻(グレイ),空白,烏丸 府蘭,
wait,1,
talk,111,上条 当麻(グレイ),,,,
+talk,show,1,
bgm,play,30010005,,,,
talk,112,烏丸 府蘭,,,,
+se,play,300200000630,,,,
+烏丸 府蘭.move,2,1,0.5,
wait,2,
talk,113,上条 当麻(グレイ),,,,
+se,play,300400000340,,,,
+上条 当麻(グレイ).shake,"(0.10,0)","(10,0)",1,
talk,114,烏丸 府蘭,,,,
talk,115,上条 当麻(グレイ),,,,
talk,116,烏丸 府蘭,,,,
+烏丸 府蘭.move,1,2,0.5,
talk,117,烏丸 府蘭,,,,
talk,118,上条 当麻(グレイ),,,,
talk,119,烏丸 府蘭,,,,
talk,120,上条 当麻(グレイ),,,,
talk,121,烏丸 府蘭,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
+上条 当麻(グレイ).facial,10,
+烏丸 府蘭.facial,10,
+place,上条 当麻(グレイ),烏丸 府蘭,
+focus,off,上条 当麻(グレイ),烏丸 府蘭,
wait,2,
fade,in,1,#000000,0,
se,play,300200000930,,,,
wait,2,
bgm,play,30010008,,,,
talk,122,烏丸 府蘭,,,,
+talk,show,1,
talk,123,上条 当麻(グレイ),,,,
talk,124,烏丸 府蘭,,,,
talk,125,上条 当麻(グレイ),,,,
talk,126,避難民の男性Ａ,,,,
talk,127,避難民の男性Ｂ,,,,
talk,128,避難民の女性,,,,
talk,129,上条 当麻(グレイ),,,,
+se,play,300200000480,,,,
wait,1,
talk,130,烏丸 府蘭,,,,
talk,131,烏丸 府蘭,,,,
talk,132,烏丸 府蘭,,,,
talk,133,烏丸 府蘭,,,,
talk,134,烏丸 府蘭,,,,
talk,135,上条 当麻(グレイ),,,,
bgm,stop,,,,,
talk,136,烏丸 府蘭,,,,
+se,play,300700000340,,,,
wait,1,
bgm,play,30010011,,,,
talk,137,烏丸 府蘭,,,,
talk,138,烏丸 府蘭,,,,
talk,139,烏丸 府蘭,,,,
talk,140,上条 当麻(グレイ),,,,
talk,141,烏丸 府蘭,,,,
talk,142,上条 当麻(グレイ),,,,
talk,143,上条 当麻(グレイ),,,,
talk,144,上条 当麻(グレイ),,,,
bgm,stop,,,,,
talk,145,烏丸 府蘭,,,,
+se,play,300700000870,,,,
talk,146,烏丸 府蘭,,,,
bgm,play,30010020,,,,
talk,147,上条 当麻(グレイ),,,,
talk,148,烏丸 府蘭,,,,
+烏丸 府蘭.shake,"(0.10,0)","(10,0)",1,
talk,149,上条 当麻(グレイ),,,,
talk,150,上条 当麻(グレイ),,,,
talk,151,上条 当麻(グレイ),,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
