#command,param1,param2,param3,param4,param5,
#,
control,1,
talk,59,上里 翔流,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
stage,9003004,,,,,
talk,show,0,
上里 翔流.facial,21,
上条 当麻.facial,20,
+focus,on,上条 当麻,
wait,1.5,
fade,in,1,#000000,0,
talk,60,上条 当麻,,,,
+talk,show,1,
talk,61,上条 当麻,,,,
wait,1,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
wait,1,
talk,62,木原 唯一,,,,
+se,play,300200000480,,,,
+上条 当麻.fade,in,0.5,
+上里 翔流.fade,in,0.5,
+木原 唯一.fade,in,0.5,
+place,上里 翔流,木原 唯一,上条 当麻,
wait,1,
bgm,play,30010012,,,,
talk,63,木原 唯一,,,,
talk,64,木原 唯一,,,,
talk,65,上条 当麻,,,,
talk,66,木原 唯一,,,,
talk,67,木原 唯一,,,,
talk,68,木原 唯一,,,,
talk,69,木原 唯一,,,,
talk,70,木原 唯一,,,,
talk,71,木原 唯一,,,,
talk,72,木原 唯一,,,,
talk,73,木原 唯一,,,,
talk,74,上条 当麻,,,,
talk,75,木原 唯一,,,,
talk,76,上条 当麻,,,,
talk,77,上条 当麻,,,,
talk,78,上条 当麻,,,,
talk,79,上条 当麻,,,,
talk,80,上条 当麻,,,,
talk,81,上条 当麻,,,,
talk,82,上条 当麻,,,,
talk,83,木原 唯一,,,,
talk,84,上条 当麻,,,,
bgm,stop,,,,,
se,play,300300000170,,,,
+focus,off,上里 翔流,木原 唯一,上条 当麻,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,3,
bgm,play,30010017,,,,
talk,85,上条 当麻,,,,
talk,86,木原 唯一,,,,
+se,play,300800001000,,,,
wait,1,
talk,87,木原 唯一,,,,
talk,88,木原 唯一,,,,
+se,play,300800001010,,,,
+木原 唯一.shake,"(0.10,0)","(10,0)",1,
wait,1,
talk,89,上条 当麻,,,,
talk,90,木原 唯一,,,,
talk,91,木原 唯一,,,,
talk,92,木原 唯一,,,,
talk,93,木原 唯一,,,,
talk,94,木原 唯一,,,,
talk,95,木原 唯一,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
stage,9004004,,,,,
talk,show,0,
木原 唯一.fade,out,0.5,
上条 当麻.facial,15,
+place,上里 翔流,上条 当麻,
+focus,on,上条 当麻,
wait,1,
fade,in,1,#000000,0,,
talk,96,上条 当麻,,,,
+talk,show,1,
talk,97,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
上条 当麻.fade,out,0.5,
+上里 翔流.fade,out,0.5,
image,400980108,1,シーン01,
シーン01.fade,in,0.5,
fade,in,1,#000000,0,,
bgm,play,30010013,,,,
talk,98,木原 唯一,,,,
+talk,show,1,
talk,99,木原 唯一,,,,
talk,100,木原 唯一,,,,
talk,101,木原 唯一,,,,
talk,102,木原 唯一,,,,
talk,103,木原 唯一,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
